filename,video-duration,fps,video-frames
undercover-left_videos_20220606_093829.mp4,60.0,30.0,1800
undercover-left_videos_20220606_103632.mp4,60.0,30.0,1800
undercover-left_videos_20220606_095101.mp4,60.0,30.0,1800
undercover-left_videos_20220606_093157.mp4,60.0,30.0,1800
undercover-left_videos_20220513_083811.mp4,60.0,30.0,1800
undercover-left_videos_20220513_102730.mp4,60.0,30.0,1800
undercover-left_videos_20220513_100847.mp4,60.0,30.0,1800
undercover-left_videos_20220513_102312.mp4,60.0,30.0,1800
undercover-left_videos_20220513_101641.mp4,60.0,30.0,1800
undercover-left_videos_20220513_084019.mp4,60.0,30.0,1800
undercover-left_videos_20220513_101957.mp4,60.0,30.0,1800
undercover-left_videos_20220513_100951.mp4,60.0,30.0,1800
undercover-left_videos_20220513_144148.mp4,60.0,30.0,1800
undercover-left_videos_20220513_084126.mp4,60.0,30.0,1800
undercover-left_videos_20220513_083706.mp4,60.0,30.0,1800
undercover-left_videos_20220513_094457.mp4,60.0,30.0,1800
undercover-left_videos_20220513_085023.mp4,60.0,30.0,1800
undercover-left_videos_20220513_080526.mp4,60.0,30.0,1800
undercover-left_videos_20220513_101535.mp4,60.0,30.0,1800
undercover-left_videos_20230324_201801.mp4,60.0,30.0,1800
undercover-left_videos_20230324_161357.mp4,60.0,30.0,1800
undercover-left_videos_20230324_102130.mp4,60.0,30.0,1800
undercover-left_videos_20230324_180059.mp4,60.0,30.0,1800
undercover-left_videos_20230324_091629.mp4,60.0,30.0,1800
undercover-left_videos_20230324_095730.mp4,60.0,30.0,1800
undercover-left_videos_20230324_112131.mp4,60.0,30.0,1800
undercover-left_videos_20230324_094129.mp4,60.0,30.0,1800
undercover-left_videos_20230324_103931.mp4,60.0,30.0,1800
undercover-left_videos_20230324_000519.mp4,60.0,30.0,1800
undercover-left_videos_20230324_002719.mp4,60.0,30.0,1800
undercover-left_videos_20230324_001919.mp4,60.0,30.0,1800
undercover-left_videos_20230324_004019.mp4,60.0,30.0,1800
undercover-left_videos_20230324_150656.mp4,60.0,30.0,1800
undercover-left_videos_20230324_071727.mp4,60.0,30.0,1800
undercover-left_videos_20230324_143355.mp4,60.0,30.0,1800
undercover-left_videos_20220412_185439.mp4,60.0,30.0,1800
undercover-left_videos_20220412_205041.mp4,60.0,30.0,1800
undercover-left_videos_20220412_202236.mp4,60.0,30.0,1800
undercover-left_videos_20220412_182732.mp4,60.0,30.0,1800
undercover-left_videos_20220412_183055.mp4,60.0,30.0,1800
undercover-left_videos_20220412_173202.mp4,60.0,30.0,1800
undercover-left_videos_20220412_183310.mp4,60.0,30.0,1800
undercover-left_videos_20220412_173634.mp4,60.0,30.0,1800
undercover-left_videos_20220412_182625.mp4,60.0,30.0,1800
undercover-left_videos_20220412_083101.mp4,60.0,30.0,1800
undercover-left_videos_20220412_124634.mp4,60.0,30.0,1800
undercover-left_videos_20220412_143108.mp4,60.0,30.0,1800
undercover-left_videos_20220412_103914.mp4,60.0,30.0,1800
undercover-left_videos_20220412_123737.mp4,60.0,30.0,1800
undercover-left_videos_20220412_100440.mp4,60.0,30.0,1800
undercover-left_videos_20220412_100333.mp4,60.0,30.0,1800
undercover-left_videos_20220412_095438.mp4,60.0,30.0,1800
undercover-left_videos_20220412_075309.mp4,60.0,30.0,1800
undercover-left_videos_20220412_072410.mp4,60.0,30.0,1800
undercover-left_videos_20220412_074307.mp4,60.0,30.0,1800
undercover-left_videos_20230320_142126.mp4,60.0,30.0,1800
undercover-left_videos_20230320_095725.mp4,60.0,30.0,1800
undercover-left_videos_20230320_112225.mp4,60.0,30.0,1800
undercover-left_videos_20230320_132226.mp4,60.0,30.0,1800
undercover-left_videos_20230320_084523.mp4,60.0,30.0,1800
undercover-left_videos_20230320_083023.mp4,60.0,30.0,1800
undercover-left_videos_20230320_091724.mp4,60.0,30.0,1800
undercover-left_videos_20230320_101025.mp4,60.0,30.0,1800
undercover-left_videos_20230320_145026.mp4,60.0,30.0,1800
undercover-left_videos_20230320_071122.mp4,60.0,30.0,1800
undercover-left_videos_20230320_073522.mp4,60.0,30.0,1800
undercover-left_videos_20230320_103325.mp4,60.0,30.0,1800
